	Date	Name	Text	Compound	Positive	Negative	Neutral	Tweets Ago
452	Sat Jun 30 14:02:05 +0000 2018	@nytimes	Your weekend playlist has arrived. Here are the week’s most notable new songs and videos. https://t.co/qE0PkfffvF	0.0	0.0	1.0	0.0	453
353	Sat Jun 30 14:03:56 +0000 2018	@FoxNews	Protests against Trump's border policy kicking off nationwide https://t.co/m5s3YMJdsn	-0.2263	0.0	0.808	0.192	354
352	Sat Jun 30 14:09:16 +0000 2018	@FoxNews	Thousands expected to rally across U.S. to protest family separations https://t.co/a0XubIOrBv	-0.25	0.0	0.833	0.167	353
351	Sat Jun 30 14:14:54 +0000 2018	@FoxNews	Trump Recognizes Teen's 'Blue Line Bears' Nonprofit: 'I Am Touched By Your Mission' https://t.co/z7AkRFShC6	0.0	0.0	1.0	0.0	352
244	Sat Jun 30 14:15:04 +0000 2018	@CNN	Thieves emptied the bank account of America's oldest living veteran https://t.co/AJEEkhenLg https://t.co/XoVwIGGhAh	-0.6124	0.0	0.667	0.333	245
451	Sat Jun 30 14:17:02 +0000 2018	@nytimes	Here are the top films that our chief critics, A.O. Scott and Manohla Dargis, are recommending so far this year https://t.co/GkW5dR86yi	-0.1027	0.078	0.826	0.096	452
450	Sat Jun 30 14:30:10 +0000 2018	@nytimes	A museum dedicated to the history of Philadelphia is closing its doors to the public, and it is unclear when — or w… https://t.co/l7b0f3oWZs	0.25	0.12	0.8	0.08	451
243	Sat Jun 30 14:30:12 +0000 2018	@CNN	My son's death proves the harm of weaponizing belief, writes Dennis Shepard for @CNNOpinion https://t.co/3Xhy0jrunQ https://t.co/IE5GIvEncc	-0.8126	0.0	0.654	0.346	244
350	Sat Jun 30 14:32:07 +0000 2018	@FoxNews	Florida woman reported to jury duty with cocaine: sheriff https://t.co/BzbyjrtEzc	0.0	0.0	1.0	0.0	351
349	Sat Jun 30 14:35:26 +0000 2018	@FoxNews	.@RepGoodlatte: “The Democrats are the ones, I think, who are not acting in good faith here.” https://t.co/y2vKRqn2cs	0.1012	0.146	0.729	0.125	350
348	Sat Jun 30 14:40:09 +0000 2018	@FoxNews	.@RepGoodlatte: “Every American, Republicans, Democrats, Independents, all should be concerned about what was done… https://t.co/PffsjotCCI	0.0	0.0	1.0	0.0	349
449	Sat Jun 30 14:45:01 +0000 2018	@nytimes	A look inside Tesla's factory shows the audacity of Elon Musk's strategy to make cars a different way —  and the ri… https://t.co/uxNPVR77uj	0.0	0.0	1.0	0.0	450
242	Sat Jun 30 14:45:02 +0000 2018	@CNN	You're probably washing your hands all wrong, study says https://t.co/6DHqrlugYl https://t.co/pr8qL45wSx	-0.4767	0.0	0.763	0.237	243
347	Sat Jun 30 14:52:40 +0000 2018	@FoxNews	Mystery good samaritan buys $1M of toys from Toys R Us to donate to kids https://t.co/mLguxFmmfe	0.4404	0.172	0.828	0.0	348
241	Sat Jun 30 15:00:08 +0000 2018	@CNN	"Massive crowds protesting President Trump's immigration policies say they have 3 demands. They want:
■ separated mi… https://t.co/oVZVIrrem0"	-0.3612	0.072	0.773	0.155	242
448	Sat Jun 30 15:00:12 +0000 2018	@nytimes	More and more desperate families are turning to complex and dangerous smuggling techniques to get relatives to the… https://t.co/ogeBRAcfxz	-0.8425	0.0	0.639	0.361	449
447	Sat Jun 30 15:03:03 +0000 2018	@nytimes	The family of Christopher Cruz, 22, paid more than $12,000 for him to be smuggled into the U.S. from El Salvador. C… https://t.co/PpMw1FDWI4	-0.3612	0.0	0.898	0.102	448
446	Sat Jun 30 15:06:14 +0000 2018	@nytimes	Even with his family’s payment, Cruz slept amid filth and vermin. He watched guides abandon migrants who couldn’t k… https://t.co/kePNh30Pt4	-0.4404	0.0	0.868	0.132	447
4	Sat Jun 30 15:07:03 +0000 2018	@BBC	"💄 Does your lipstick threaten the future of one of our closest living relatives?
👉 https://t.co/ldRFuFMJ23 https://t.co/pFccqj1CXS"	-0.3818	0.0	0.843	0.157	5
24	Sat Jun 30 15:07:03 +0000 2018	@BBC	"💄 Does your lipstick threaten the future of one of our closest living relatives?
👉 https://t.co/ldRFuFMJ23 https://t.co/pFccqj1CXS"	-0.3818	0.0	0.843	0.157	25
445	Sat Jun 30 15:09:46 +0000 2018	@nytimes	We traced Cruz’s treacherous journey from El Salvador to McAllen, Texas, through photos, texts and GPS positions… https://t.co/eyue7LZFto	0.0	0.0	1.0	0.0	446
444	Sat Jun 30 15:12:06 +0000 2018	@nytimes	As the number of Central Americans arriving at the southern border or sneaking across it has surged, the Trump admi… https://t.co/8lRN0L1YI6	0.0772	0.061	0.939	0.0	445
346	Sat Jun 30 15:12:41 +0000 2018	@FoxNews	Activists shout during the rally to protest the Trump administration's immigration policies in New York, New York.… https://t.co/oyynGYiEGG	-0.25	0.0	0.895	0.105	347
443	Sat Jun 30 15:15:07 +0000 2018	@nytimes	Throughout their journey, Cruz and fellow migrants were at the mercy of a smuggling network and cops who expected b… https://t.co/DBIGSsalR7	-0.1531	0.106	0.763	0.131	444
240	Sat Jun 30 15:15:10 +0000 2018	@CNN	Here's how the last immigration protest in Washington went down https://t.co/hvDxKb3lL9 https://t.co/QrVSACE3wl	-0.25	0.0	0.846	0.154	241
442	Sat Jun 30 15:18:13 +0000 2018	@nytimes	Migrants — some of them infants — were locked in filthy stash houses while they waited for smugglers to pick them u… https://t.co/5cIToj1Byq	-0.34	0.0	0.893	0.107	443
441	Sat Jun 30 15:21:23 +0000 2018	@nytimes	For Cruz, the harrowing journey of crossing the U.S. border and paying thousands of dollars to smugglers to get him… https://t.co/3Uv53Lkp6A	-0.34	0.0	0.893	0.107	442
345	Sat Jun 30 15:23:04 +0000 2018	@FoxNews	.@MZHemingway: “We obviously already know, from the number of people who have been fired, resigned, resigned under… https://t.co/azJXwd7FN3	-0.743	0.057	0.611	0.332	346
440	Sat Jun 30 15:24:34 +0000 2018	@nytimes	GOAL! What a great game this is. France is now leading 3-2. https://t.co/toyW9XB9Yb	0.6588	0.285	0.715	0.0	441
439	Sat Jun 30 15:29:01 +0000 2018	@nytimes	UPDATE: France are now up 4-2. Kylian Mbappé scored twice in 3 minutes to give France a shocking lead over Argentin… https://t.co/4rRRDtjfrr	-0.4019	0.0	0.876	0.124	440
419	Sat Jun 30 15:29:01 +0000 2018	@nytimes	UPDATE: France are now up 4-2. Kylian Mbappé scored twice in 3 minutes to give France a shocking lead over Argentin… https://t.co/4rRRDtjfrr	-0.4019	0.0	0.876	0.124	420
219	Sat Jun 30 15:30:06 +0000 2018	@CNN	"You may see a lot of shirts and signs that read, ""I really do care"" at the Families Belong Together rallies… https://t.co/TVCjXYyKu9"	0.539	0.148	0.852	0.0	220
239	Sat Jun 30 15:30:06 +0000 2018	@CNN	"You may see a lot of shirts and signs that read, ""I really do care"" at the Families Belong Together rallies… https://t.co/TVCjXYyKu9"	0.539	0.148	0.852	0.0	240
344	Sat Jun 30 15:30:30 +0000 2018	@FoxNews	.@RepJayapal: “What we’re fighting for now is beyond politics, this is about right and wrong.” https://t.co/k4CisuaqOr	-0.3612	0.0	0.857	0.143	345
418	Sat Jun 30 15:35:04 +0000 2018	@nytimes	There are 19 other House incumbents running for re-election this year, who, like Joseph Crowley, have not faced a p… https://t.co/FGSdE6r7zx	0.3612	0.116	0.884	0.0	419
438	Sat Jun 30 15:35:04 +0000 2018	@nytimes	There are 19 other House incumbents running for re-election this year, who, like Joseph Crowley, have not faced a p… https://t.co/FGSdE6r7zx	0.3612	0.116	0.884	0.0	439
343	Sat Jun 30 15:44:06 +0000 2018	@FoxNews	OPINION: @TheJuanWilliams: July Fourth finds Americans deeply divided, yet with something incredible to celebrate https://t.co/9eJ4MkU5Fs	0.5719	0.209	0.791	0.0	344
218	Sat Jun 30 15:45:04 +0000 2018	@CNN	The House voted on two immigration measures. Neither passed. https://t.co/bh9GAXuv5o https://t.co/CLsLSX98lB	0.0	0.0	1.0	0.0	219
238	Sat Jun 30 15:45:04 +0000 2018	@CNN	The House voted on two immigration measures. Neither passed. https://t.co/bh9GAXuv5o https://t.co/CLsLSX98lB	0.0	0.0	1.0	0.0	239
417	Sat Jun 30 15:50:04 +0000 2018	@nytimes	"In Opinion

The author Dave Eggers writes, ""Never have we had a president not just indifferent to the arts, but act… https://t.co/ebk770jnOV"	0.0762	0.061	0.939	0.0	418
437	Sat Jun 30 15:50:04 +0000 2018	@nytimes	"In Opinion

The author Dave Eggers writes, ""Never have we had a president not just indifferent to the arts, but act… https://t.co/ebk770jnOV"	0.0762	0.061	0.939	0.0	438
342	Sat Jun 30 15:50:38 +0000 2018	@FoxNews	Mark Janus on his Supreme Court Victory over being forced to pay public union dues https://t.co/qjkxwzKKmD	0.0516	0.171	0.619	0.21	343
217	Sat Jun 30 15:52:00 +0000 2018	@CNN	President Trump isn't at the White House today. Protesters are rallying anyway. https://t.co/a58zOxDb57 https://t.co/eEisfG63Rq	-0.2263	0.0	0.872	0.128	218
237	Sat Jun 30 15:52:00 +0000 2018	@CNN	President Trump isn't at the White House today. Protesters are rallying anyway. https://t.co/a58zOxDb57 https://t.co/eEisfG63Rq	-0.2263	0.0	0.872	0.128	238
416	Sat Jun 30 15:52:26 +0000 2018	@nytimes	ARGENTINA SCORES! https://t.co/G9SrKmakZK	0.0	0.0	1.0	0.0	417
436	Sat Jun 30 15:52:26 +0000 2018	@nytimes	ARGENTINA SCORES! https://t.co/G9SrKmakZK	0.0	0.0	1.0	0.0	437
415	Sat Jun 30 15:53:42 +0000 2018	@nytimes	Sergio Aguero scored a goal in stoppage time for Argentina, cutting France’s lead to 4-3 https://t.co/G9SrKmakZK	-0.128	0.0	0.903	0.097	416
435	Sat Jun 30 15:53:42 +0000 2018	@nytimes	Sergio Aguero scored a goal in stoppage time for Argentina, cutting France’s lead to 4-3 https://t.co/G9SrKmakZK	-0.128	0.0	0.903	0.097	436
341	Sat Jun 30 15:56:00 +0000 2018	@FoxNews	OPINION: Border Patrol Agent: Trump's wall is the best way to end to the humanitarian crisis on our southern border https://t.co/yfT0zy01jM	0.0258	0.154	0.696	0.15	342
434	Sat Jun 30 15:56:24 +0000 2018	@nytimes	A 7-goal thriller ended with France winning 4-3 against Argentina. Lionel Messi’s side ran out of time and are elim… https://t.co/amHThaIq3t	0.5859	0.211	0.789	0.0	435
414	Sat Jun 30 15:56:24 +0000 2018	@nytimes	A 7-goal thriller ended with France winning 4-3 against Argentina. Lionel Messi’s side ran out of time and are elim… https://t.co/amHThaIq3t	0.5859	0.211	0.789	0.0	415
236	Sat Jun 30 16:00:07 +0000 2018	@CNN	She's marching today to make America the country her parents dreamed of https://t.co/6wzPzhRbbm https://t.co/ZHEveBJjlo	0.0	0.0	1.0	0.0	237
216	Sat Jun 30 16:00:07 +0000 2018	@CNN	She's marching today to make America the country her parents dreamed of https://t.co/6wzPzhRbbm https://t.co/ZHEveBJjlo	0.0	0.0	1.0	0.0	217
340	Sat Jun 30 16:00:12 +0000 2018	@FoxNews	Disney's Toy Story Land to officially open this weekend https://t.co/Iz31KOaMxS	0.0	0.0	1.0	0.0	341
319	Sat Jun 30 16:01:00 +0000 2018	@FoxNews	Special counsel must reply to Manafort's motion for jail release by July 5, federal appeals court says. https://t.co/LDeFSO5LsB	0.4019	0.137	0.863	0.0	320
339	Sat Jun 30 16:01:00 +0000 2018	@FoxNews	Special counsel must reply to Manafort's motion for jail release by July 5, federal appeals court says. https://t.co/LDeFSO5LsB	0.4019	0.137	0.863	0.0	340
23	Sat Jun 30 16:03:09 +0000 2018	@BBC	"RT @5liveSport: What a stat 🔥⚽️

Mbappe is the first teenager to score at least twice in a #WorldCup match since Pele 🤩👏

#FRA 4-2 #ARG

Li…"	0.0	0.0	1.0	0.0	24
3	Sat Jun 30 16:03:09 +0000 2018	@BBC	"RT @5liveSport: What a stat 🔥⚽️

Mbappe is the first teenager to score at least twice in a #WorldCup match since Pele 🤩👏

#FRA 4-2 #ARG

Li…"	0.0	0.0	1.0	0.0	4
2	Sat Jun 30 16:04:06 +0000 2018	@BBC	🎧✊ DJ Switch has big plans for the future. https://t.co/b5CY3vEX7Q	0.0	0.0	1.0	0.0	3
22	Sat Jun 30 16:04:06 +0000 2018	@BBC	🎧✊ DJ Switch has big plans for the future. https://t.co/b5CY3vEX7Q	0.0	0.0	1.0	0.0	23
318	Sat Jun 30 16:04:56 +0000 2018	@FoxNews	SUNDAY on @SundayFutures, @MariaBartiromo's exclusive interview with President @realDonaldTrump - Tune in at 10a ET… https://t.co/LASwisS3Sp	0.128	0.097	0.903	0.0	319
338	Sat Jun 30 16:04:56 +0000 2018	@FoxNews	SUNDAY on @SundayFutures, @MariaBartiromo's exclusive interview with President @realDonaldTrump - Tune in at 10a ET… https://t.co/LASwisS3Sp	0.128	0.097	0.903	0.0	339
413	Sat Jun 30 16:05:01 +0000 2018	@nytimes	“I can say I am equal.” Carrie Gracie, the BBC's former China editor, received an apology from the broadcaster and… https://t.co/d5pGecgBCu	0.0516	0.059	0.941	0.0	414
433	Sat Jun 30 16:05:01 +0000 2018	@nytimes	“I can say I am equal.” Carrie Gracie, the BBC's former China editor, received an apology from the broadcaster and… https://t.co/d5pGecgBCu	0.0516	0.059	0.941	0.0	434
337	Sat Jun 30 16:08:00 +0000 2018	@FoxNews	An all-new season of 'OBJECTified' premieres tonight with NBA legend @MagicJohnson! Tune in to Fox News Channel at… https://t.co/AxsuKBzb4S	0.0	0.0	1.0	0.0	338
317	Sat Jun 30 16:08:00 +0000 2018	@FoxNews	An all-new season of 'OBJECTified' premieres tonight with NBA legend @MagicJohnson! Tune in to Fox News Channel at… https://t.co/AxsuKBzb4S	0.0	0.0	1.0	0.0	318
316	Sat Jun 30 16:13:12 +0000 2018	@FoxNews	,@JohnJamesMI: “Democrats have a long history of running from issue to issue without leaving any solutions in their… https://t.co/BcPxTfnipQ	-0.1326	0.0	0.918	0.082	317
336	Sat Jun 30 16:13:12 +0000 2018	@FoxNews	,@JohnJamesMI: “Democrats have a long history of running from issue to issue without leaving any solutions in their… https://t.co/BcPxTfnipQ	-0.1326	0.0	0.918	0.082	337
432	Sat Jun 30 16:15:05 +0000 2018	@nytimes	The vast sprawl of suburbs and satellite towns around Paris, disdained by some as a breeding ground for crime and t… https://t.co/Iil66AyeSS	-0.5423	0.0	0.851	0.149	433
412	Sat Jun 30 16:15:05 +0000 2018	@nytimes	The vast sprawl of suburbs and satellite towns around Paris, disdained by some as a breeding ground for crime and t… https://t.co/Iil66AyeSS	-0.5423	0.0	0.851	0.149	413
235	Sat Jun 30 16:15:17 +0000 2018	@CNN	Protesters in New York City plan to march over the Brooklyn Bridge https://t.co/dIsMeq6d0A https://t.co/Jc2tBelHxB	-0.2263	0.0	0.872	0.128	236
215	Sat Jun 30 16:15:17 +0000 2018	@CNN	Protesters in New York City plan to march over the Brooklyn Bridge https://t.co/dIsMeq6d0A https://t.co/Jc2tBelHxB	-0.2263	0.0	0.872	0.128	216
234	Sat Jun 30 16:22:00 +0000 2018	@CNN	"""If it can happen to any child, it can happen to my child, and your child, and all of our children,"" says singer Al… https://t.co/aMfUzzsQxs"	0.0	0.0	1.0	0.0	235
214	Sat Jun 30 16:22:00 +0000 2018	@CNN	"""If it can happen to any child, it can happen to my child, and your child, and all of our children,"" says singer Al… https://t.co/aMfUzzsQxs"	0.0	0.0	1.0	0.0	215
335	Sat Jun 30 16:23:59 +0000 2018	@FoxNews	“Families Belong Together” Marches Taking Place Across the Country; @Garrett_FoxNews reports https://t.co/931yo3wH6x https://t.co/KlgJ1Wm2IR	0.0	0.0	1.0	0.0	336
315	Sat Jun 30 16:23:59 +0000 2018	@FoxNews	“Families Belong Together” Marches Taking Place Across the Country; @Garrett_FoxNews reports https://t.co/931yo3wH6x https://t.co/KlgJ1Wm2IR	0.0	0.0	1.0	0.0	316
314	Sat Jun 30 16:26:13 +0000 2018	@FoxNews	Potential SCOTUS Nominees https://t.co/yHmPkmvZuo	0.0	0.0	1.0	0.0	315
334	Sat Jun 30 16:26:13 +0000 2018	@FoxNews	Potential SCOTUS Nominees https://t.co/yHmPkmvZuo	0.0	0.0	1.0	0.0	335
213	Sat Jun 30 16:30:10 +0000 2018	@CNN	Here's a look at where the marches and demonstrations against the Trump administration's immigration policies are h… https://t.co/szXR1qC4CR	0.0	0.0	1.0	0.0	214
233	Sat Jun 30 16:30:10 +0000 2018	@CNN	Here's a look at where the marches and demonstrations against the Trump administration's immigration policies are h… https://t.co/szXR1qC4CR	0.0	0.0	1.0	0.0	234
411	Sat Jun 30 16:30:11 +0000 2018	@nytimes	When radio host and comedian John Melendez, known as “Stuttering John,” dialed the White House switchboard imperson… https://t.co/hca5fIkdTL	0.3818	0.133	0.867	0.0	412
431	Sat Jun 30 16:30:11 +0000 2018	@nytimes	When radio host and comedian John Melendez, known as “Stuttering John,” dialed the White House switchboard imperson… https://t.co/hca5fIkdTL	0.3818	0.133	0.867	0.0	432
333	Sat Jun 30 16:30:18 +0000 2018	@FoxNews	Restaurant manager fired after refusing to serve customer wearing MAGA hat https://t.co/DPQy9dr5JX	-0.743	0.0	0.613	0.387	334
313	Sat Jun 30 16:30:18 +0000 2018	@FoxNews	Restaurant manager fired after refusing to serve customer wearing MAGA hat https://t.co/DPQy9dr5JX	-0.743	0.0	0.613	0.387	314
332	Sat Jun 30 16:40:36 +0000 2018	@FoxNews	SUNDAY: Don't miss @SenatorDurbin’s exclusive interview on @FoxNewsSunday. Check your local listings and tune in to… https://t.co/p5iUT6APrC	0.0191	0.081	0.842	0.077	333
312	Sat Jun 30 16:40:36 +0000 2018	@FoxNews	SUNDAY: Don't miss @SenatorDurbin’s exclusive interview on @FoxNewsSunday. Check your local listings and tune in to… https://t.co/p5iUT6APrC	0.0191	0.081	0.842	0.077	313
311	Sat Jun 30 16:42:23 +0000 2018	@FoxNews	Reporter resigns after false tweet that Maryland shooting suspect had MAGA hat https://t.co/J2hLMniieo	-0.5423	0.0	0.71	0.29	312
331	Sat Jun 30 16:42:23 +0000 2018	@FoxNews	Reporter resigns after false tweet that Maryland shooting suspect had MAGA hat https://t.co/J2hLMniieo	-0.5423	0.0	0.71	0.29	332
430	Sat Jun 30 16:45:03 +0000 2018	@nytimes	The United States Senate’s 3 black members introduced a bill that would make lynching a federal hate crime. https://t.co/GUjdJqg6NF	-0.6597	0.122	0.565	0.313	431
410	Sat Jun 30 16:45:03 +0000 2018	@nytimes	The United States Senate’s 3 black members introduced a bill that would make lynching a federal hate crime. https://t.co/GUjdJqg6NF	-0.6597	0.122	0.565	0.313	411
232	Sat Jun 30 16:45:07 +0000 2018	@CNN	This mother and daughter are marching to show the importance of family https://t.co/p1DL1TQhOr https://t.co/HVYrBP4Ysw	0.3612	0.161	0.839	0.0	233
212	Sat Jun 30 16:45:07 +0000 2018	@CNN	This mother and daughter are marching to show the importance of family https://t.co/p1DL1TQhOr https://t.co/HVYrBP4Ysw	0.3612	0.161	0.839	0.0	213
330	Sat Jun 30 16:52:24 +0000 2018	@FoxNews	OPINION: With Supreme Court pick, Trump can return us to the framer's vision of the judiciary https://t.co/Iqb0QUVZWE	0.6808	0.272	0.728	0.0	331
310	Sat Jun 30 16:52:24 +0000 2018	@FoxNews	OPINION: With Supreme Court pick, Trump can return us to the framer's vision of the judiciary https://t.co/Iqb0QUVZWE	0.6808	0.272	0.728	0.0	311
231	Sat Jun 30 16:55:18 +0000 2018	@CNN	Atlanta protesters rallying against President Trump's immigration policy are carrying a dog crate with baby dolls i… https://t.co/XAgazaFoHI	-0.2263	0.0	0.894	0.106	232
211	Sat Jun 30 16:55:18 +0000 2018	@CNN	Atlanta protesters rallying against President Trump's immigration policy are carrying a dog crate with baby dolls i… https://t.co/XAgazaFoHI	-0.2263	0.0	0.894	0.106	212
309	Sat Jun 30 16:57:36 +0000 2018	@FoxNews	Wisconsin man's plan to 'upskirt' women ruined after shoe camera explodes: police https://t.co/RU02LPEKJc	-0.4767	0.0	0.795	0.205	310
329	Sat Jun 30 16:57:36 +0000 2018	@FoxNews	Wisconsin man's plan to 'upskirt' women ruined after shoe camera explodes: police https://t.co/RU02LPEKJc	-0.4767	0.0	0.795	0.205	330
429	Sat Jun 30 17:00:12 +0000 2018	@nytimes	You may not be a World Cup player. But you could be a spot the ball player. https://t.co/Ny1oKW3iiv https://t.co/Ntoh3ziJI6	0.0	0.0	1.0	0.0	430
409	Sat Jun 30 17:00:12 +0000 2018	@nytimes	You may not be a World Cup player. But you could be a spot the ball player. https://t.co/Ny1oKW3iiv https://t.co/Ntoh3ziJI6	0.0	0.0	1.0	0.0	410
1	Sat Jun 30 17:04:00 +0000 2018	@BBC	"💪👕 Doing laundry on Fair Isle is not for the faint-hearted!
(via @BBCScotland) https://t.co/EAgT1mt6Ak"	0.3802	0.166	0.834	0.0	2
21	Sat Jun 30 17:04:00 +0000 2018	@BBC	"💪👕 Doing laundry on Fair Isle is not for the faint-hearted!
(via @BBCScotland) https://t.co/EAgT1mt6Ak"	0.3802	0.166	0.834	0.0	22
230	Sat Jun 30 17:05:14 +0000 2018	@CNN	This couple brought their young children to the New York protest. They're marching so they can be voices for those… https://t.co/JHRqahl2c0	-0.25	0.0	0.909	0.091	231
210	Sat Jun 30 17:05:14 +0000 2018	@CNN	This couple brought their young children to the New York protest. They're marching so they can be voices for those… https://t.co/JHRqahl2c0	-0.25	0.0	0.909	0.091	211
308	Sat Jun 30 17:05:16 +0000 2018	@FoxNews	Children shoes are on display during a protest of the Trump administration's approach to illegal border crossings a… https://t.co/whsSdM48J3	-0.6808	0.0	0.741	0.259	309
328	Sat Jun 30 17:05:16 +0000 2018	@FoxNews	Children shoes are on display during a protest of the Trump administration's approach to illegal border crossings a… https://t.co/whsSdM48J3	-0.6808	0.0	0.741	0.259	329
327	Sat Jun 30 17:13:00 +0000 2018	@FoxNews	"In an exclusive interview with @MariaBartiromo for @SundayFutures, @POTUS says ""we're doing a Phase 2"" of tax cuts… https://t.co/XNjh7fRCTk"	0.128	0.081	0.919	0.0	328
307	Sat Jun 30 17:13:00 +0000 2018	@FoxNews	"In an exclusive interview with @MariaBartiromo for @SundayFutures, @POTUS says ""we're doing a Phase 2"" of tax cuts… https://t.co/XNjh7fRCTk"	0.128	0.081	0.919	0.0	308
428	Sat Jun 30 17:15:07 +0000 2018	@nytimes	"""We are not the enemy,"" said Pat Furgurson, a reporter for The Capital, where 5 people were killed in a shooting on… https://t.co/VQRqdAYTni"	-0.6705	0.0	0.809	0.191	429
408	Sat Jun 30 17:15:07 +0000 2018	@nytimes	"""We are not the enemy,"" said Pat Furgurson, a reporter for The Capital, where 5 people were killed in a shooting on… https://t.co/VQRqdAYTni"	-0.6705	0.0	0.809	0.191	409
229	Sat Jun 30 17:15:10 +0000 2018	@CNN	"""I'm outraged that families are being separated,"" says Margaret Stokes, a teacher from Leesburg, Virginia, who is m… https://t.co/iqu2mI3ZwM"	-0.5423	0.0	0.829	0.171	230
209	Sat Jun 30 17:15:10 +0000 2018	@CNN	"""I'm outraged that families are being separated,"" says Margaret Stokes, a teacher from Leesburg, Virginia, who is m… https://t.co/iqu2mI3ZwM"	-0.5423	0.0	0.829	0.171	210
326	Sat Jun 30 17:18:14 +0000 2018	@FoxNews	Trump predicts electoral doom for Democrats with ‘abolish ICE’ push: ‘They’re going to get beaten so badly’ https://t.co/2QtQOnaMq6	-0.6705	0.0	0.744	0.256	327
306	Sat Jun 30 17:18:14 +0000 2018	@FoxNews	Trump predicts electoral doom for Democrats with ‘abolish ICE’ push: ‘They’re going to get beaten so badly’ https://t.co/2QtQOnaMq6	-0.6705	0.0	0.744	0.256	307
228	Sat Jun 30 17:25:06 +0000 2018	@CNN	She was arrested at the US Capitol this week. Today, she's marching again. https://t.co/KnLeCdY0tl https://t.co/bj5zaUB7Dt	-0.4767	0.0	0.819	0.181	229
208	Sat Jun 30 17:25:06 +0000 2018	@CNN	She was arrested at the US Capitol this week. Today, she's marching again. https://t.co/KnLeCdY0tl https://t.co/bj5zaUB7Dt	-0.4767	0.0	0.819	0.181	209
407	Sat Jun 30 17:26:20 +0000 2018	@nytimes	RT @NYTNational: We spent some time in Alabama with L.G.B.T. communities who are fighting for greater visibility and acceptance. https://t.…	0.4588	0.22	0.68	0.1	408
427	Sat Jun 30 17:26:20 +0000 2018	@nytimes	RT @NYTNational: We spent some time in Alabama with L.G.B.T. communities who are fighting for greater visibility and acceptance. https://t.…	0.4588	0.22	0.68	0.1	428
426	Sat Jun 30 17:30:07 +0000 2018	@nytimes	President Trump tweeted that Saudi Arabia might raise production to up to 2 million barrels a day https://t.co/5XxnZks1Wn	0.0	0.0	1.0	0.0	427
406	Sat Jun 30 17:30:07 +0000 2018	@nytimes	President Trump tweeted that Saudi Arabia might raise production to up to 2 million barrels a day https://t.co/5XxnZks1Wn	0.0	0.0	1.0	0.0	407
325	Sat Jun 30 17:30:12 +0000 2018	@FoxNews	.@Schwarzenegger Scolds Trump Bobblehead about 'Foolish' Coal Efforts in Climate Change Video https://t.co/w7C6xqul3X	0.0	0.0	1.0	0.0	326
305	Sat Jun 30 17:30:12 +0000 2018	@FoxNews	.@Schwarzenegger Scolds Trump Bobblehead about 'Foolish' Coal Efforts in Climate Change Video https://t.co/w7C6xqul3X	0.0	0.0	1.0	0.0	306
227	Sat Jun 30 17:35:07 +0000 2018	@CNN	"""I feel I must do something, anything to not be a bystander to such injustice,"" says Samuel Rubinstein, who is marc… https://t.co/eUcdf2nI6M"	0.0	0.0	1.0	0.0	228
207	Sat Jun 30 17:35:07 +0000 2018	@CNN	"""I feel I must do something, anything to not be a bystander to such injustice,"" says Samuel Rubinstein, who is marc… https://t.co/eUcdf2nI6M"	0.0	0.0	1.0	0.0	208
425	Sat Jun 30 17:35:28 +0000 2018	@nytimes	RT @anniecorreal: As protesters around the country demand the reunification of parents and children, here’s the story of one of the few mot…	-0.34	0.0	0.861	0.139	426
405	Sat Jun 30 17:35:28 +0000 2018	@nytimes	RT @anniecorreal: As protesters around the country demand the reunification of parents and children, here’s the story of one of the few mot…	-0.34	0.0	0.861	0.139	406
304	Sat Jun 30 17:41:27 +0000 2018	@FoxNews	.@SenWarren, speaks during a Rally Against Separation in Boston, MA. https://t.co/ra8PqCyXST https://t.co/ArJeEePe9u	0.0	0.0	1.0	0.0	305
324	Sat Jun 30 17:41:27 +0000 2018	@FoxNews	.@SenWarren, speaks during a Rally Against Separation in Boston, MA. https://t.co/ra8PqCyXST https://t.co/ArJeEePe9u	0.0	0.0	1.0	0.0	325
404	Sat Jun 30 17:45:05 +0000 2018	@nytimes	Many on the left have traded an absolutist commitment to free speech for one sensitive to the harms it can inflict  https://t.co/Xro7MDPGHQ	0.4019	0.21	0.676	0.114	405
424	Sat Jun 30 17:45:05 +0000 2018	@nytimes	Many on the left have traded an absolutist commitment to free speech for one sensitive to the harms it can inflict  https://t.co/Xro7MDPGHQ	0.4019	0.21	0.676	0.114	425
206	Sat Jun 30 17:45:24 +0000 2018	@CNN	These children wrote letters to kids separated from their families https://t.co/iF0SFwhyI0 https://t.co/QcezGt8BDU	0.0	0.0	1.0	0.0	207
226	Sat Jun 30 17:45:24 +0000 2018	@CNN	These children wrote letters to kids separated from their families https://t.co/iF0SFwhyI0 https://t.co/QcezGt8BDU	0.0	0.0	1.0	0.0	227
403	Sat Jun 30 17:53:44 +0000 2018	@nytimes	Portugal, and one of the best players of the tournament, Cristiano Ronaldo, faces off against Uruguay and another o… https://t.co/H0wjp7ud62	0.6369	0.181	0.819	0.0	404
423	Sat Jun 30 17:53:44 +0000 2018	@nytimes	Portugal, and one of the best players of the tournament, Cristiano Ronaldo, faces off against Uruguay and another o… https://t.co/H0wjp7ud62	0.6369	0.181	0.819	0.0	424
